Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,,,,Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,,STT,Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,Distance
0,42,1,0,0,1,146.3,84,47,12.8,8,,,,0,0.438016529,1,0,0.087037037,0.333333333,0.604618016,0.575757576,0.408016444,0.412864211,0.385,,,,,,,,,,,,,,
0,66,1,1,2.16,2,229.4,104,82.6,12.87,8,,,,0,0.582644628,1,1,0.540740741,0.111111111,0.438996579,0.454545455,0.577595067,0.455744915,0.54,,,,,,,,,,,,,,
0,90,1,0,0.28,2,198.5,124,59.8,13.33,8,,,,0,0.033057851,1,1,0.664814815,0.111111111,0.552451539,0.787878788,0.749229188,0.556899395,0.665,,,,,,,,,,,,,,
0,116,1,0,0,0,164.6,110,51,13.53,8,,,,0,0.297520661,1,0,0,0,0.5,0.787878788,0.380267215,0.682242991,0.61,,,,,,,,,,,,,,
0,153,1,0,0,2,122.5,145,45,13.67,8,,,,1,0.194214876,1,1,0.785185185,0.222222222,0.433295325,0.381818182,0.785200411,0.711379879,0.785,,,,,,,,,,,,,,
0,70,1,0,0,2,208.7,97,59,13.78,8,,,,0,0.173553719,1,0,0.066666667,0,0.656214367,0.890909091,0.458376156,0.513468939,0.46,,,,,,,,,,,,,,
0,90,1,0,0,2,207.2,121,61,14.63,8,,,,1,0.5,1,1,0.675925926,0.111111111,0.498574686,0.624242424,0.755395683,0.682242991,0.675,,,,,,,,,,,,,,
0,155,1,0,0,1,190.3,123,58,15.07,8,,,,0,0.380165289,1,0,0.077777778,0,0.542189282,0.412121212,0.464542652,0.720725673,0.44,,,,,,,,,,,,,,
0,105,1,1,2.19,2,236.5,111,72.9,5.85,8.1,,,,0,0.347107438,1,0,0,0.111111111,0.502850627,0.739393939,0.369989723,0.618471688,0.575,,,,,,,,,,,,,,
0,122,1,0,0,0,141.4,128,37,7.32,8.1,,,,0,0.239669421,1,0,0.051851852,0.333333333,0.458665906,0.575757576,0.388489209,0.69048928,0.25,,,,,,,,,,,,,,
0,148,1,1,2.19,1,262.9,135,79.9,7.48,8.1,,,,0,0.355371901,1,0,0.053703704,0.111111111,0.651938426,0.545454545,0.430626927,0.448048378,0.59,,,,,,,,,,,,,,
0,125,1,0,0,1,106.1,95,32,7.88,8.1,,,,0,0.561983471,1,0,0.048148148,0,0.410490308,0.545454545,0.29393628,0.499175371,0.615,,,,,,,,,,,,,,
0,140,1,0,0,1,149.8,134,40,8.22,8.1,,,,0,0.082644628,1,1,0.475925926,0.666666667,0.387400228,0.545454545,0.603288798,0.744914788,0.475,,,,,,,,,,,,,,
0,74,1,0,0,0,155.7,116,42,8.69,8.1,,,,1,0.52892562,1,0,0,0,0.952964652,0.715151515,0.616649538,0.528312259,0.52,,,,,,,,,,,,,,
0,42,1,1,2.19,0,163.8,80,64.9,8.89,8.1,,,,0,0.425619835,1,0,0,0,0.372006842,0.466666667,0.205549846,0.360637713,0.65,,,,,,,,,,,,,,
0,55,1,1,2.19,3,139.3,101,60.9,8.92,8.1,,,,1,0.380165289,1,1,0.590740741,0.444444444,0.382554162,0.636363636,0.564234327,0.446948873,0.59,,,,,,,,,,,,,,
0,1,1,1,2.19,1,208,115,73.9,9.25,8.1,,,,1,0.256198347,1,0,0,0.444444444,0.792474344,0.618181818,0.575539568,0.732270478,0.655,,,,,,,,,,,,,,
0,46,1,0,0,1,164.2,116,45,9.81,8.1,,,,0,0.661157025,1,0,0,0,0.3004561,0.424242424,0.236382323,0.590434305,0.39,,,,,,,,,,,,,,
0,106,1,1,2.19,1,83.6,131,53.9,10.2,8.1,,,,0,0.202479339,1,0,0,0.333333333,0.538483466,0.56969697,0.369989723,0.560747664,0.58,,,,,,,,,,,,,,
0,76,1,1,2.19,1,214.6,110,75.9,10.26,8.1,,,,0,0.421487603,1,1,0.344444444,0.111111111,0.318700114,0.515151515,0.458376156,0.658603628,0.345,,,,,,,,,,,,,,
0,37,1,0,0,2,199.5,107,52,10.38,8.1,,,,0,0.342975207,1,1,0.65,0.111111111,0.453534778,0.642424242,0.627954779,0.411764706,0.65,,,,,,,,,,,,,,
0,93,1,0,0,3,190.7,114,51,10.91,8.1,,,,0,0.376033058,1,0,0.053703704,0.111111111,0.605473204,0.636363636,0.461459404,0.617372183,0.45,,,,,,,,,,,,,,
0,95,1,0,0,1,149.2,96,48,13.04,8.1,,,,0,0.314049587,1,0,0,0.111111111,0.405644242,0.678787879,0.380267215,0.842221001,0.495,,,,,,,,,,,,,,
0,17,1,1,2.19,1,198.5,123,78.9,13.53,8.1,,,,1,0.260330579,0,0,0,0.111111111,0.988597491,0.333333333,0.688591984,0.686091259,0.665,,,,,,,,,,,,,,
0,75,1,0,0,0,150.6,99,52,15.08,8.1,,,,0,0.652892562,1,1,0.590740741,0.111111111,0.324686431,0.618181818,0.512846865,0.399670148,0.59,,,,,,,,,,,,,,
1,144,1,0,0.21,4,61.6,117,20.1,3.86,8.2,,,,1,0.450413223,0,1,0.414814815,0.111111111,0.76368301,0.624242424,0.785200411,0.724024189,0.415,,,,,,,,,,,,,,
0,18,1,0,0,1,273.6,93,57,5.73,8.2,,,,0,0.566115702,1,0,0.051851852,0.333333333,0.488597491,0.709090909,0.285714286,0.316657504,0.85,,,,,,,,,,,,,,
0,71,1,0,0,1,277.5,104,59,6.59,8.2,,,,0,0.731404959,1,0,0,0.111111111,0.785062714,0.909090909,0.503597122,0.515667949,0.68,,,,,,,,,,,,,,
0,80,1,0,0,1,118.1,90,33,7.22,8.2,,,,0,0.152892562,1,1,0.194444444,0,0.562143672,0.715151515,0.529290853,0.687190764,0.195,,,,,,,,,,,,,,
0,116,1,0,0,0,160.7,69,40,7.34,8.2,,,,0,0.202479339,1,1,0.394444444,0.222222222,0.549030787,0.587878788,0.537512847,0.371632765,0.395,,,,,,,,,,,,,,
0,86,1,0,0,1,141.3,72,38,7.72,8.2,,,,0,0.181818182,1,1,0.385185185,0.111111111,0.261402509,0.63030303,0.367934224,0.413963716,0.385,,,,,,,,,,,,,,
1,88,1,0,0,4,73.3,86,27,8.07,8.2,,,,0,0.285123967,1,0,0.031481481,0,0.360034208,0.6,0.223021583,0.389224849,0.48,,,,,,,,,,,,,,
0,38,1,0,0,2,131.2,98,37,8.15,8.2,,,,0,0.603305785,1,1,0.52037037,0.333333333,0.716932725,0.648484848,0.792394656,0.643760308,0.52,,,,,,,,,,,,,,
0,46,1,0,0.26,2,214.1,72,53.6,8.22,8.2,,,,0,0.384297521,1,0,0,0.111111111,0.543329532,0.654545455,0.328879753,0.41891149,0.375,,,,,,,,,,,,,,
0,16,1,0,0.21,2,144.8,84,41.1,8.25,8.2,,,,0,0.73553719,1,0,0,0,0.330957811,0.612121212,0.236382323,0.554700385,0.58,,,,,,,,,,,,,,
0,141,1,0,0,0,146.5,121,40,8.5,8.2,,,,0,0.475206612,1,0,0.042592593,0.222222222,0.619441277,0.551515152,0.455292909,0.594282573,0.565,,,,,,,,,,,,,,
0,138,1,1,2.21,0,75.8,102,50.1,8.68,8.2,,,,0,0.239669421,1,0,0,0,0.511402509,0.484848485,0.380267215,0.639362287,0.735,,,,,,,,,,,,,,
0,95,1,0,0,2,142.5,109,40,8.81,8.2,,,,0,0.67768595,1,0,0,0,0.592075257,0.660606061,0.369989723,0.452996152,0.395,,,,,,,,,,,,,,
0,116,1,1,2.21,3,155.7,104,65.1,9.27,8.2,,,,1,0.545454545,1,0,0,0.222222222,0.790478905,0.836363636,0.544707091,0.627817482,0.64,,,,,,,,,,,,,,
0,146,1,1,2.21,3,154,80,64.1,9.28,8.2,,,,0,0.574380165,1,0,0,0.111111111,0.35718358,0.509090909,0.22610483,0.460692688,0.42,,,,,,,,,,,,,,
0,63,1,1,2.21,0,214.9,86,76.1,9.91,8.2,,,,0,0.380165289,1,1,0.340740741,0.222222222,0.393671608,0.551515152,0.435765673,0.460142936,0.34,,,,,,,,,,,,,,
0,106,1,0,0,1,191.4,124,50,10.04,8.2,,,,0,0.210743802,1,1,0.409259259,0,0.482611174,0.533333333,0.576567318,0.621220451,0.41,,,,,,,,,,,,,,
0,31,1,0,0,1,165.4,84,46,10.19,8.2,,,,0,0.260330579,1,1,0.614814815,0.111111111,0.573831243,0.612121212,0.68036999,0.395272128,0.615,,,,,,,,,,,,,,
0,140,1,0,0.26,1,162.6,98,48.6,10.31,8.2,,,,0,0.045454545,0,0,0,0.222222222,0.617730901,0.709090909,0.339157246,0.320505772,0.49,,,,,,,,,,,,,,
0,109,1,0,0,1,217,115,55,10.35,8.2,,,,0,0.194214876,1,0,0,0.222222222,0.542759407,0.557575758,0.472764645,0.873007147,0.415,,,,,,,,,,,,,,
0,107,1,1,2.21,1,134.2,101,63.1,10.6,8.2,,,,0,0.743801653,1,0,0,0.111111111,0.408494869,0.551515152,0.277492292,0.537658054,0.3,,,,,,,,,,,,,,
0,118,1,0,0,4,188.8,60,51,10.87,8.2,,,,0,0.690082645,1,1,0.57037037,0.222222222,0.277651083,0.345454545,0.522096608,0.559648158,0.57,,,,,,,,,,,,,,
0,149,1,0,0,7,166.6,61,47,10.94,8.2,,,,0,0.636363636,1,0,0,0.333333333,0.517103763,0.672727273,0.328879753,0.461242441,0.565,,,,,,,,,,,,,,
0,158,1,0,0,1,209.9,112,55,11.07,8.2,,,,0,0.429752066,1,0,0,0,0.702394527,0.503030303,0.513874615,0.704233095,0.19,,,,,,,,,,,,,,
0,52,1,1,2.21,0,169.3,88,70.1,11.3,8.2,,,,0,0.041322314,1,0,0,0.222222222,0.408779932,0.787878788,0.35971223,0.795492029,0.485,,,,,,,,,,,,,,
1,123,1,0,0,5,242.2,87,61,11.31,8.2,,,,0,0.747933884,1,0,0.066666667,0.222222222,0.299030787,0.672727273,0.25282631,0.545904343,0.4,,,,,,,,,,,,,,
0,101,1,1,2.21,2,118.9,112,62.1,11.42,8.2,,,,0,0.425619835,1,0,0,0.111111111,0.445267959,0.563636364,0.298047276,0.53051127,0.655,,,,,,,,,,,,,,
0,72,1,1,2.21,2,138.1,113,68.1,13.01,8.2,,,,0,0.417355372,1,0,0,0,0.327251995,0.757575758,0.1336074,0.225398571,0.6,,,,,,,,,,,,,,
1,27,1,0,0.36,2,226.3,95,65.6,13.72,8.2,,,,0,0.5,1,0,0,0,0.66277081,0.581818182,0.441932169,0.565145684,0.595,,,,,,,,,,,,,,
0,95,1,0,0,1,183.4,98,56,14.07,8.2,,,,0,0.165289256,1,0,0,0.111111111,0.409350057,0.709090909,0.246659815,0.41891149,0.43,,,,,,,,,,,,,,
0,106,1,1,2.21,3,88.5,100,65.1,16.24,8.2,,,,0,0.541322314,1,0,0,0.222222222,0.503705815,0.8,0.380267215,0.671247938,0.455,,,,,,,,,,,,,,
0,139,1,1,2.24,0,138.3,96,53.4,4.03,8.3,,,,1,0.309917355,1,0,0,0.111111111,0.750855188,0.896969697,0.524152107,0.633315008,0.57,,,,,,,,,,,,,,
0,72,1,0,0,0,109.1,97,29,5.79,8.3,,,,0,0.049586777,1,0,0,0.111111111,0.417331813,0.448484848,0.246659815,0.40846619,0.565,,,,,,,,,,,,,,
1,28,1,0,0,6,121.7,48,32,6.29,8.3,,,,0,0.47107438,1,1,0.709259259,0.222222222,0.413340935,0.436363636,0.681397739,0.534909291,0.71,,,,,,,,,,,,,,
0,47,1,1,2.24,1,172.9,109,64.4,6.88,8.3,,,,0,0.272727273,1,0,0.077777778,0.111111111,0.478335234,0.551515152,0.341212744,0.461242441,0.42,,,,,,,,,,,,,,
0,107,1,0,0.21,5,189.7,76,48.1,7.81,8.3,,,,0,0.632231405,1,0,0,0,0.475769669,0.6,0.287769784,0.426058274,0.36,,,,,,,,,,,,,,
0,48,1,0,0,3,149.2,146,40,8.1,8.3,,,,0,0.409090909,1,0,0,0.222222222,0.406214367,0.527272727,0.277492292,0.538207806,0.39,,,,,,,,,,,,,,
0,44,1,0,0,0,202.6,89,49,8.15,8.3,,,,0,0.599173554,0,0,0,0.111111111,0.379133409,0.393939394,0.318602261,0.722374931,0.56,,,,,,,,,,,,,,
0,139,1,0,0.29,1,138.1,103,40.9,8.23,8.3,,,,0,0.607438017,1,1,0.614814815,0.111111111,0.720923603,0.781818182,0.896197328,0.781748213,0.615,,,,,,,,,,,,,,
0,88,1,0,0,3,183.5,93,46,8.53,8.3,,,,0,0.272727273,1,1,0.5,0.222222222,0.270809578,0.56969697,0.554984584,0.800439802,0.5,,,,,,,,,,,,,,
0,160,1,0,0.31,0,174.3,105,48.1,8.57,8.3,,,,1,0.661157025,0,0,0,0.111111111,0.55359179,0.642424242,0.421377184,0.685541506,0.645,,,,,,,,,,,,,,
1,100,1,0,0.32,0,278,76,66.2,8.84,8.3,,,,0,0.285123967,1,0,0,0.111111111,0.635119726,0.690909091,0.441932169,0.59373282,0,,,,,,,,,,,,,,
0,52,1,0,0,3,148.3,83,41,9.08,8.3,,,,0,0.475206612,1,0,0,0,0.575256556,0.496969697,0.411099692,0.636613524,0.825,,,,,,,,,,,,,,
0,82,1,0,0,0,130,110,38,9.27,8.3,,,,1,0.404958678,1,1,0.464814815,0.222222222,0.615735462,0.757575758,0.699897225,0.638812534,0.465,,,,,,,,,,,,,,
0,142,1,0,0.42,0,216.8,134,57.2,9.39,8.3,,,,0,0.355371901,1,0,0.053703704,0.111111111,0.41704675,0.654545455,0.297019527,0.472237493,0.265,,,,,,,,,,,,,,
0,155,1,0,0,2,262.4,55,62,9.73,8.3,,,,0,0.355371901,1,0,0.059259259,0.111111111,0.669327252,0.515151515,0.423432682,0.387575591,0.475,,,,,,,,,,,,,,
0,57,1,1,2.24,0,176.8,94,69.4,9.75,8.3,,,,0,0.285123967,1,0,0,0.222222222,0.56613455,0.672727273,0.390544707,0.588235294,0.53,,,,,,,,,,,,,,
0,51,1,1,2.24,0,276.7,121,87.4,10.19,8.3,,,,0,0.537190083,1,0,0,0.222222222,0.269099202,0.484848485,0.215827338,0.59153381,0.655,,,,,,,,,,,,,,
0,107,1,1,2.24,0,204.2,57,75.4,10.3,8.3,,,,0,0.487603306,1,0,0.033333333,0.222222222,0.542759407,0.448484848,0.398766701,0.592633315,0.5,,,,,,,,,,,,,,
1,102,1,0,0,1,195.7,116,52,10.46,8.3,,,,0,0.487603306,1,1,0.6,0.333333333,0.40649943,0.466666667,0.620760534,0.572292468,0.6,,,,,,,,,,,,,,
0,139,1,1,2.24,2,231,85,81.4,11.12,8.3,,,,0,0.355371901,0,0,0,0,0.382554162,0.484848485,0.236382323,0.453545904,0.535,,,,,,,,,,,,,,
0,123,1,0,0,3,206.9,115,55,11.22,8.3,,,,1,0.458677686,1,0,0,0.555555556,0.318985177,0.557575758,0.154162384,0.313358988,0.705,,,,,,,,,,,,,,
0,91,1,0,0,0,149,115,47,12.27,8.3,,,,0,0.305785124,1,0,0,0.222222222,0.350057013,0.539393939,0.256937307,0.58108851,0.535,,,,,,,,,,,,,,
1,105,1,1,2.24,4,109.6,108,62.4,12.47,8.3,,,,0,0.615702479,1,0,0,0.444444444,0.539623717,0.466666667,0.380267215,0.607476636,0.46,,,,,,,,,,,,,,
1,74,1,0,0,2,174.1,96,51,12.56,8.3,,,,0,0.661157025,1,1,0.805555556,0,0.685290764,0.678787879,0.909558068,0.554700385,0.805,,,,,,,,,,,,,,
0,97,1,1,2.24,3,121.1,105,65.4,13.01,8.3,,,,0,0.371900826,0,1,0.494444444,0,0.266533637,0.678787879,0.459403905,0.504123145,0.495,,,,,,,,,,,,,,
0,116,1,1,2.24,1,200.4,104,80.4,13.64,8.3,,,,0,0.508264463,1,0,0,0.333333333,0.452109464,0.63030303,0.318602261,0.580538758,0.51,,,,,,,,,,,,,,
0,120,1,0,0,1,165,100,56,15.86,8.3,,,,0,0.384297521,0,0,0,0.444444444,0.69327252,0.660606061,0.411099692,0.404068169,0.36,,,,,,,,,,,,,,
0,48,1,0,0,2,190.4,92,60,15.88,8.3,,,,0,0.892561983,1,0,0,0.444444444,0.502850627,0.696969697,0.308324769,0.436503573,0.465,,,,,,,,,,,,,,
0,139,1,0,0,4,181.6,119,60,16.79,8.3,,,,0,0.648760331,1,0,0.057407407,0,0.629703535,0.781818182,0.494347379,0.665750412,0.32,,,,,,,,,,,,,,
0,122,1,0,0,1,168.3,96,37,4.38,8.4,,,,0,0.417355372,1,0,0.061111111,0,0.411630559,0.527272727,0.383350462,0.732820231,0.355,,,,,,,,,,,,,,
0,103,1,0,0,1,180.2,134,39,4.89,8.4,,,,0,0.347107438,1,0,0,0,0.605188141,0.648484848,0.431654676,0.627817482,0.385,,,,,,,,,,,,,,
0,121,1,0,0,1,177.2,142,41,6.18,8.4,,,,0,0.32231405,1,0,0,0.111111111,0.419042189,0.436363636,0.2672148,0.455744915,0.42,,,,,,,,,,,,,,
0,113,1,1,2.27,1,180.4,89,64.7,6.47,8.4,,,,0,0.570247934,1,1,0.644444444,0.222222222,0.274230331,0.678787879,0.542651593,0.492028587,0.645,,,,,,,,,,,,,,
0,25,1,0,0.26,2,178.8,90,45.6,7.06,8.4,,,,0,0.421487603,1,0,0,0,0.750855188,0.715151515,0.472764645,0.49257834,0.515,,,,,,,,,,,,,,
0,15,1,0,0,2,135.2,101,36,7.63,8.4,,,,0,0.400826446,0,0,0,0.111111111,0.035632839,0.406060606,0.102774923,0.7053326,0.385,,,,,,,,,,,,,,
0,99,1,0,0,1,159.7,83,41,7.77,8.4,,,,0,0.318181818,1,0,0.038888889,0.222222222,0.462656784,0.703030303,0.329907503,0.528862012,0.505,,,,,,,,,,,,,,
1,111,1,0,0,0,284.4,89,62,7.85,8.4,,,,0,0.202479339,1,0,0,0.111111111,0.523375143,0.648484848,0.236382323,0.161077515,0.435,,,,,,,,,,,,,,
0,133,1,0,0,4,221.1,133,52,8.01,8.4,,,,0,0.661157025,1,0,0,0.111111111,0.507696693,0.660606061,0.298047276,0.402968664,0.425,,,,,,,,,,,,,,
0,135,1,0,0,1,190.9,44,47,8.07,8.4,,,,0,0.272727273,1,0,0,0,0.574116306,0.612121212,0.298047276,0.268279274,0.35,,,,,,,,,,,,,,
0,76,1,0,0,0,203.6,61,49,8.09,8.4,,,,0,0.351239669,1,1,0.664814815,0.111111111,0.350627138,0.957575758,0.564234327,0.36833425,0.665,,,,,,,,,,,,,,
0,79,1,0,0,1,147,72,40,8.29,8.4,,,,0,0.376033058,1,0,0,0,0.592930445,0.757575758,0.400822199,0.547003848,0.43,,,,,,,,,,,,,,
0,140,1,0,0,1,125.3,84,36,8.38,8.4,,,,0,0.714876033,1,0,0.053703704,0.111111111,0.681870011,0.436363636,0.471736896,0.518416712,0.44,,,,,,,,,,,,,,
0,67,1,0,0.42,1,167.8,91,47.2,8.39,8.4,,,,0,0.508264463,1,0,0,0.111111111,0.550171038,0.587878788,0.277492292,0.246838922,0.765,,,,,,,,,,,,,,
0,36,1,0,0.25,1,253.4,77,61.5,9.12,8.4,,,,0,0.541322314,1,1,0.514814815,0.111111111,0.497434436,0.612121212,0.665981501,0.675096207,0.515,,,,,,,,,,,,,,
0,37,1,0,0,0,206,89,51,9.3,8.4,,,,0,0.780991736,1,1,0.494444444,0.111111111,0.332668187,0.43030303,0.469681398,0.401319406,0.495,,,,,,,,,,,,,,
0,94,1,0,0,3,212.1,98,53,9.47,8.4,,,,0,0.41322314,1,0,0,0.111111111,0.267388826,0.76969697,0.154162384,0.412314458,0.535,,,,,,,,,,,,,,
0,114,1,1,2.27,4,225.8,94,77.7,9.65,8.4,,,,0,0.760330579,0,1,0.644444444,0.222222222,0.439281642,0.690909091,0.594039054,0.326553051,0.645,,,,,,,,,,,,,,
0,33,1,0,0,2,251.9,81,60,9.73,8.4,,,,0,0.276859504,1,1,0.494444444,0,0.6827252,0.496969697,0.736896197,0.560197911,0.495,,,,,,,,,,,,,,
0,73,1,0,0,2,234.7,102,57,9.79,8.4,,,,0,0.479338843,1,1,0.590740741,0,0.615735462,0.848484848,0.75950668,0.616272677,0.59,,,,,,,,,,,,,,
0,86,1,1,2.27,3,157.2,118,66.7,9.82,8.4,,,,0,0.483471074,1,0,0.059259259,0.111111111,0.534207526,0.587878788,0.372045221,0.488730071,0.61,,,,,,,,,,,,,,
0,95,1,0,0,2,157.3,116,44,9.88,8.4,,,,0,0.508264463,1,0,0.038888889,0,0.477194983,0.721212121,0.381294964,0.641011545,0.515,,,,,,,,,,,,,,
0,57,1,0,0,3,161,113,46,10.4,8.4,,,,0,0.08677686,1,0,0,0.111111111,0.457240593,0.654545455,0.328879753,0.599780099,0.625,,,,,,,,,,,,,,
0,27,1,0,0,2,201.2,128,54,11.36,8.4,,,,0,0.305785124,1,0,0,0.111111111,0.408209806,0.557575758,0.298047276,0.575041231,0.595,,,,,,,,,,,,,,
0,106,1,0,0,2,119.2,142,40,11.42,8.4,,,,0,0.549586777,1,0,0,0.111111111,0.585233751,0.739393939,0.431654676,0.661352391,0.25,,,,,,,,,,,,,,
0,1,1,1,2.27,0,183.1,95,73.7,11.63,8.4,,,,0,0.673553719,1,1,0.714814815,0.111111111,0.624572406,0.533333333,0.776978417,0.416712479,0.715,,,,,,,,,,,,,,
0,58,1,1,2.27,0,178.1,111,73.7,11.84,8.4,,,,0,0.17768595,1,0,0.059259259,0.111111111,0.408209806,0.466666667,0.289825283,0.466739967,0.38,,,,,,,,,,,,,,
1,93,1,0,0.24,1,271.1,101,69.4,11.87,8.4,,,,0,0.727272727,1,0,0,0.222222222,0.663625998,0.642424242,0.421377184,0.481583288,0.625,,,,,,,,,,,,,,
1,135,1,0,0,5,263.8,66,67,12.57,8.4,,,,0,0.450413223,1,0,0,0,0.461801596,0.490909091,0.35971223,0.680593733,0.445,,,,,,,,,,,,,,
0,68,1,0,0.28,1,178.7,61,54.8,12.62,8.4,,,,0,0.214876033,1,1,0.325925926,0.111111111,0.073831243,0.721212121,0.263103803,0.567894447,0.325,,,,,,,,,,,,,,
1,68,1,0,0.21,1,213.9,112,61.1,13.03,8.4,,,,1,0.44214876,1,0,0,0.444444444,0.439566705,0.745454545,0.22610483,0.308960968,0.77,,,,,,,,,,,,,,
0,122,1,1,2.27,3,195.4,83,79.7,13.41,8.4,,,,1,0.326446281,1,0,0,0,0.918757127,0.684848485,0.616649538,0.610225399,0.335,,,,,,,,,,,,,,
1,25,1,0,0,1,264.9,80,69,14.06,8.4,,,,0,0.648760331,1,0,0,0.111111111,0.598346636,0.678787879,0.421377184,0.608576141,0.41,,,,,,,,,,,,,,
0,87,1,1,2.3,3,263.8,65,77,5.17,8.5,,,,0,0.466942149,1,0,0,0,0.545895097,0.533333333,0.349434738,0.481583288,0,,,,,,,,,,,,,,
0,62,1,0,0,4,245.3,91,53,6.15,8.5,,,,0,0.260330579,1,1,0.375925926,0.111111111,0.82981756,0.909090909,0.77389517,0.623419461,0.375,,,,,,,,,,,,,,
0,84,1,0,0,1,181.5,129,42,6.54,8.5,,,,0,0.359504132,1,0,0,0.333333333,0.614595211,0.696969697,0.431654676,0.594282573,0.59,,,,,,,,,,,,,,
0,98,1,0,0,1,169.9,77,41,6.92,8.5,,,,0,0.334710744,0,0,0,0.333333333,0.595210946,0.612121212,0.411099692,0.587685542,0.62,,,,,,,,,,,,,,
0,73,1,0,0,0,203.3,45,47,7.1,8.5,,,,0,0.454545455,1,0,0,0.333333333,0.729475485,0.587878788,0.483042138,0.561297416,0.615,,,,,,,,,,,,,,
0,64,1,1,2.3,1,118.4,100,56,7.21,8.5,,,,0,0.243801653,1,0,0,0.222222222,0.720353478,0.587878788,0.49331963,0.608026388,0.62,,,,,,,,,,,,,,
0,161,1,0,0,1,178.1,109,43,7.33,8.5,,,,0,0.462809917,1,0,0,0.333333333,0.376567845,0.436363636,0.308324769,0.680593733,0.345,,,,,,,,,,,,,,
0,33,1,1,2.3,1,161.9,85,64,7.56,8.5,,,,0,0.446280992,1,0,0,0.111111111,0.618586089,0.696969697,0.421377184,0.568993953,0.41,,,,,,,,,,,,,,
0,103,1,0,0,1,160.8,91,41,7.79,8.5,,,,0,0.429752066,1,1,0.644444444,0,0.290478905,0.478787879,0.594039054,0.613523914,0.645,,,,,,,,,,,,,,
0,96,1,1,2.3,1,150,91,63,7.97,8.5,,,,0,0.347107438,1,0,0,0.222222222,0.60290764,0.606060606,0.390544707,0.50742166,0.665,,,,,,,,,,,,,,
0,110,1,0,0,2,241.2,105,56,8.72,8.5,,,,0,0.537190083,1,0,0.085185185,0,0.437286203,0.521212121,0.345323741,0.545904343,0.52,,,,,,,,,,,,,,
0,50,1,1,2.3,3,252.9,112,82,8.9,8.5,,,,0,0.239669421,1,0,0.05,0.222222222,0.474059293,0.575757576,0.387461459,0.658053876,0.5,,,,,,,,,,,,,,
0,190,1,1,2.3,0,166.5,93,67,9.15,8.5,,,,0,0.607438017,1,0,0.083333333,0.111111111,0.527936146,0.527272727,0.375128469,0.468389225,0.475,,,,,,,,,,,,,,
1,122,1,0,0.29,4,157.1,134,45.9,9.25,8.5,,,,0,0.863636364,1,0,0.051851852,0.222222222,0.298175599,0.733333333,0.203494347,0.411214953,0.325,,,,,,,,,,,,,,
1,75,1,0,0,0,305.1,106,68,9.4,8.5,,,,0,0.47107438,1,0,0,0,0.698973774,0.636363636,0.431654676,0.437053326,0.36,,,,,,,,,,,,,,
0,153,1,0,0,1,193.8,90,50,9.77,8.5,,,,0,0.433884298,1,0,0,0.111111111,0.782212087,0.727272727,0.513874615,0.545904343,0.3,,,,,,,,,,,,,,
0,93,1,0,0.23,2,176.1,103,49.3,9.99,8.5,,,,0,0.380165289,1,0,0,0.111111111,0.28050171,0.472727273,0.246659815,0.686091259,0.71,,,,,,,,,,,,,,
0,54,1,0,0,1,210.5,102,54,10.23,8.5,,,,0,0.231404959,1,1,0.65,0.111111111,0.797890536,0.733333333,0.905447071,0.613523914,0.65,,,,,,,,,,,,,,
0,106,1,0,0.25,2,165.3,118,48.5,10.5,8.5,,,,0,0.400826446,1,0,0.075925926,0.111111111,0.5336374,0.76969697,0.401849949,0.537658054,0.255,,,,,,,,,,,,,,
0,112,1,0,0,0,208.7,150,54,10.64,8.5,,,,0,0.644628099,1,0,0,0.333333333,0.787343216,0.575757576,0.49331963,0.455744915,0.11,,,,,,,,,,,,,,
0,157,1,0,0,2,185.1,92,50,10.65,8.5,,,,0,0.475206612,1,1,0.414814815,0.111111111,0.571265678,0.63030303,0.682425488,0.749862562,0.415,,,,,,,,,,,,,,
0,59,1,1,2.3,2,120.9,97,62,10.65,8.5,,,,0,0.119834711,1,0,0,0.222222222,0.462656784,0.581818182,0.35971223,0.670698186,0.455,,,,,,,,,,,,,,
0,121,1,0,0,1,181.5,121,50,10.92,8.5,,,,1,0.454545455,1,0,0,0.444444444,0.504275941,0.775757576,0.256937307,0.282572842,0.525,,,,,,,,,,,,,,
0,65,1,0,0,2,153.9,117,45,11.01,8.5,,,,0,0.210743802,1,0,0,0,0.471778791,0.472727273,0.328879753,0.565145684,0.61,,,,,,,,,,,,,,
0,105,1,1,2.3,0,193.5,85,75,11.01,8.5,,,,0,0.29338843,1,0,0,0.444444444,0.620866591,0.563636364,0.411099692,0.521715228,0.52,,,,,,,,,,,,,,
0,105,1,0,0.3,1,146.4,81,48,11.26,8.5,,,,1,0.553719008,1,1,0.644444444,0.222222222,0.574116306,0.606060606,0.789311408,0.67784497,0.645,,,,,,,,,,,,,,
0,97,1,1,2.3,0,168.4,129,71,11.3,8.5,,,,0,0.351239669,1,0,0.077777778,0.333333333,0.54304447,0.696969697,0.392600206,0.493677845,0.505,,,,,,,,,,,,,,
